snapshot_date,snapshot_index,name,owner,stance,short_label,proximity,category,headline,release,strategy,positioning,ai,scale,website,sources
2026-07-10,4,Pagero,Thomson Reuters,cons,TR-owned · e-invoicing,High,E-invoicing network & compliance · BC connector,"Global e-invoicing network, now owned by Thomson Reuters — one of BC's built-in E-Document connectors.",ONESOURCE Pagero (e-invoicing + tax); embedded e-invoicing for Oracle Fusion (2026); Deloitte global alliance (Jan 2026); pre-approved ASP for the UAE mandate (from Jul 2026); passed the EU ViDA Peppol 5-corner pilot.,Acquired by Thomson Reuters (2024) and merged with ONESOURCE tax; “two-step” format conversion globally.,"Open, ERP-agnostic network; BC extension sends e-/PDF/print invoice via one connection.",Focus on compliance/CTC mandates rather than AI marketing.,14M+ businesses · 100+ networks · IDC leader,,Pagero for BC (https://europe.thomsonreuters.com/pagero-network/system-connectivity/microsoft); UAE ASP (https://europe.thomsonreuters.com/newsroom/pagero-part-of-thomson-reuters-listed-as-pre-approved-e-invoicing-service-provider-in-the-uae); Deloitte-alliance (https://www.thomsonreuters.com/en/press-releases/2026/january/deloitte-and-thomson-reuters-launch-a-strategic-alliance-to-support-end-to-end-global-e-invoicing-and-e-reporting-for-organizations)
2026-07-10,4,B2Brouter,B2Brouter Global · ES,steady,Peppol · BC connector,High,Peppol / e-invoicing access point · BC connector,Certified Peppol access point with native BC connector — one of BC's built-in E-Document APIs.,"BC connector on AppSource; supports Peppol BIS 3.0, UBL, XRechnung, FatturaPA, Chorus Pro, FACe and SDI; launched a developer sandbox (Jun 2026) for API/invoice testing ahead of France's Sep 2026 receive deadline.",One connection to the entire Peppol network; automatic format conversion and compliance.,Native in Dynamics — send and receive e-invoices without external portals.,No significant AI profile; strength is compliance breadth across countries.,30+ countries · ISO 27001 · EESPA member,,B2Brouter for Dynamics (https://www.b2brouter.net/global/e-invoicing-microsoft-dynamics/); Developer sandbox (Jun 2026) (https://www.b2brouter.net/global/b2brouter-sandbox/); Microsoft Learn (E-Docs) (https://learn.microsoft.com/en-us/dynamics365/business-central/faq-electronic-invoicing)
2026-07-10,4,Qvalia,Qvalia · SE,steady,Peppol · BC app,High,Peppol e-invoicing & order management · BC app,Ready-made BC app for Peppol with AI posting suggestions — setup without code.,Sends/receives Peppol invoices + order management; automatic posting in BC; AI suggestions for account mapping.,Plug-and-play BC connector via the Qvalia platform; no IT resources required.,Everything posted automatically in BC — no double entry.,AI-generated posting suggestions for incoming vendor invoices.,EN 16931 · Peppol BIS · Swedish vendor,,Qvalia for BC (https://qvalia.com/peppol-e-invoicing-for-business-central/)
2026-07-10,4,Rillion,Rillion (formerly Palette) · Stockholm (Altor),ai,AI-native capture,Medium,AP automation · multi-ERP + BC connector,Nordic AP-automation veteran going AI-native — LLM invoice capture with no OCR templates.,"Rillion Capture (Mar 25, 2026) — first AI-native, multimodal-LLM invoice capture (no templates); Riley AI Assistant (Sept 2025) for invoice/supplier Q&A; Jul 2026: strengthened UK partnership with Stratas to accelerate AI-driven AP.","30+ years (ex-Palette/Centsoft), Altor PE-owned; shifting from template-OCR to AI-native capture and expanding in the US.","Control, visibility and speed for mid-market/enterprise AP; native Business Central connector among 50+ ERPs.","Riley AI assistant + Rillion Capture (multimodal LLM) for extraction, coding and approval routing.","3,000+ customers · 50+ countries · Altor-owned",,Rillion AP (https://www.rillion.com/); Rillion Capture (Mar 2026) (https://www.rillion.com/blog/rillion-capture-announcement/); Rillion + Stratas (Jul 2026) (https://www.rillion.com/blog/rillion-and-stratas-strengthen-partnership-to-accelerate-ai-driven-ap-automation-in-the-uk/); BC integration (https://www.rillion.com/integration/microsoft-dynamics-365-business-central/)
2026-07-10,4,Fidesic,"Fidesic (Enliven Software) · East Lansing, MI",ai,Built for Dynamics · AI capture,High,AP automation · Dynamics GP + BC,"AP automation purpose-built for Microsoft Dynamics GP & Business Central, with AI invoice capture.","AI invoice capture (MagiCapture) for Business Central — no templates, near-touchless; multi-entity BC integration (2024–25).",Deepen the Dynamics ecosystem (GP heritage since 2008 + native BC AL app); raise AI-capture fidelity and multi-entity workflows.,“Purpose-built for Dynamics” — native GP/BC AP with no coding or mapping.,"MagiCapture ML/AI invoice capture that learns per submission; high first-pass accuracy, no templates.","East Lansing, MI · GP since 2008 · BC on AppSource",,Fidesic (https://www.fidesic.com/); BC integration (https://www.fidesic.com/product/dynamics-business-central-integration); MagiCapture (https://www.fidesic.com/product/magicapture)
2026-07-10,4,Yavrio,Yavrio · London,steady,BC-native · open banking,High,Bank connectivity & payments · BC + ERPs,Open-banking bank connectivity built inside Business Central — overlaps AMC Banking and Continia Banking & Payment Management.,"Connected the five largest US banks + embedded payments (early 2026); $2.4M seed (Fuel Ventures, Jan 2025); 14,000+ banks across 20 countries.",Expand bank coverage (10K→14K+ banks) and ERP scope beyond BC; positioned as a no-code alternative to CSV/file-based bank imports.,"“Built inside Business Central” — collect, settle and reconcile payments and bank feeds without external portals.",Rules-based live bank feeds + automated reconciliation; minimal AI positioning.,"London · ~40 staff · 14,000+ banks · seed-stage",,Yavrio (https://www.yavr.io/); 5 major US banks (https://www.openbankingexpo.com/news/open-banking-fintech-yavrio-connects-with-five-major-us-banks/); Yavrio on AppSource (https://appsource.microsoft.com/en-us/product/dynamics-365-business-central/pubid.yavrioltd1647526263468%7Caid.yavrio_open_banking%7Cpappid.3d686c04-e1b1-435e-bea4-862c2c203ca7)
2026-06-29,5,ExFlow,Truvio (formerly SignUp Software) · Stockholm,cons,Rebranded → Truvio + AI,High,AP automation · D365 F&O + BC,"Rebrand to Truvio complete — ExFlow, Axtension, DynamicWeb and SKSoft unified into one Microsoft-native portfolio, now shipping its own AI.",June 2026: AP Automation (powered by ExFlow) 2.19.0 for D365 F&O adds “TruvioSense Coding & Approval” — AI/LLM coding suggestions from previously approved invoices.,"Rebranded SignUp Software → Truvio, unifying ExFlow/Axtension/DynamicWeb/SKSoft into one D365-native suite (beyond pure AP).",Fully embedded/native in Dynamics — no third-party system.,TruvioSense adds LLM-based invoice interpretation + coding suggestions on top of the existing ML Predictions.,"150+ employees · 1,300+ organisations",,Truvio: What's New (https://truvio.com/whats-new); Rebrand (https://enterprisesoftwareexpress.com/signup-software-signs-up-for-a-new-name/); Release notes (https://docs.signupsoftware.com/finance-operations/docs/user-manual/whats-new-and-planned/release-notes)
2026-06-29,5,Dooap,Dooap · Austin (Pagero),ai,AI-aggressive,High,AP automation · D365 Finance (F&O),Launched a dedicated agentic AI product — the most offensive AI move in the space.,"Dooap Studio, May 11 2026 — AP teams design and govern their own AI agents without IT.","Agents for GL coding, PO matching, fraud and routing — with rationale, confidence score and audit trail.","Mobile-first, cloud-native — message: “AI you control.”","A standalone agent product, not just AI features.",Microsoft Certified Software (Sep 2025),,Dooap Studio (PR) (https://www.prnewswire.com/news-releases/dooap-inc-launches-dooap-studio-putting-agentic-ap-automation-directly-in-the-hands-of-finance-teams-302768534.html); YouTube (https://www.youtube.com/@dooap)
2026-06-29,5,Zetadocs,Equisys,steady,Stable cadence,High,Delivery · Capture · Expenses · BC,Consistent monthly release cadence; AI embedded in the core rather than big announcements.,"Delivery & Capture updated Jan, Mar and May 2026; Expenses May 2026 (cloud, browser, iOS, Android).",Three product lines kept in sync at a high release cadence.,"Everything happens inside Business Central — one environment, less friction.",AI-driven data entry + automatic order/invoice matching.,3 product lines (Delivery · Capture · Expenses),,May 2026 update (https://www.equisys.com/blog/whats-new-in-zetadocs-expenses-may-2026-update); Equisys blog (https://www.equisys.com/blog)
2026-06-29,5,Medius,Medius,ai,Gartner MQ Leader,Medium,AP automation + spend/payments · multi-ERP,"Analyst-anointed AP leader — 2026 Gartner Magic Quadrant Leader + Ardent Elite Performer for AI Innovation; deep, autonomous AI across the full AP lifecycle.","Named a Leader in the 2026 Gartner Magic Quadrant for Accounts Payable Applications (Jun 23, 2026); also Ardent Partners 2026 Market Leader + Elite Performer for AI Innovation.","SmartFlow (proprietary CNN), Medius Copilot, Supplier Conversations (autonomous email handling), “AI workmate”.",“Autonomous AP” — the finance team stays in control; own models rather than expensive LLMs for core work.,Claims to have the most of the AP/payments lifecycle automated with AI.,"4,000+ customers · 102 countries · $200B spend/year",,Gartner MQ 2026 (Medius) (https://www.prnewswire.com/news-releases/medius-placed-in-2026-gartner-magic-quadrant-for-accounts-payable-applications-302807993.html); Medius AI advantage (https://www.medius.com/ai-innovation/medius-ai-advantage/); Ardent 2026 (https://www.medius.com/resources/guides-reports/2026-ap-automation-payments-technology-advisor/)
2026-06-29,5,Tipalti,Tipalti · Foster City,ai,AI + capital,Low,Payables + global payments + procurement + expenses,Raised $200M for AI; rolling out agents across the entire finance flow.,"AI Assistant + AI agents (Invoice Capture, Bill Approvers, reporting, tax, purchase request); tariff-refund AI (Apr 2026).","$200M round (Hercules, autumn 2025) earmarked for AI; agentic focus.",End-to-end payables + global payments in 200+ countries.,Conversational assistant + autonomous agents embedded across the entire platform.,~$75B payments/year,,Tipalti AI agents (https://tipalti.com/accounts-payable-software/finance-ai/); American Banker (https://www.americanbanker.com/payments/news/tipalti-enhances-ai-tech-to-improve-tariff-refund-processing)
2026-06-29,5,Yooz,Yooz · Dallas,ai,AI + fraud,Medium,AP / P2P automation · multi-ERP,AI/Deep Learning P2P with a strong fraud focus; active in the BC and GP ecosystem.,"YoozProtect (fraud, NA launch Jan 2026); Line-Level Matching (2025); Yooz 2026 AI in Finance report.",AI + RPA + Big Data; fraud prevention as spearhead.,"Simple, fast, secure cloud P2P; unlimited users.","Smart data extraction, routing and fraud detection.","5,000+ customers · 300,000 users",,YoozProtect (https://www.getyooz.com/blog/yooz-protect-launch); Yooz + BC/GP (https://msdynamicsworld.com/blog/two-days-two-erps-how-yooz-powering-ap-automation-gp-and-business-central)
2026-06-29,5,Stampli,Stampli · Mountain View,ai,AI veteran,Low,AP automation (invoice-centric) · 70+ ERPs,AI (“Billy the Bot”) at the core for nearly 10 years; raised capital from Blackstone.,Stampli Deep Finance (Mar 2026) turns invoice data into consultant-grade executive spend intelligence; Stampli Card / Direct Pay; $61M Blackstone Series D (~$148M total); named a G2 Summer 2026 Leader for P2P + AP Automation (Jun 2026).,Invoice-centric communication + “AI employee”.,"Fast implementation (weeks, not months); approvers need no ERP access.","Positions itself on “proven” AI for capture, coding, routing, duplicates and fraud.","1,600+ customers · $80–85B invoices/year",,Stampli AP (https://www.stampli.com/ap-automation/); Deep Finance (https://www.prnewswire.com/news-releases/stampli-launches-deep-finance-turning-invoice-data-into-executive-spend-intelligence-302729234.html); Blackstone funding (https://financialit.net/news/fundraising-news/stampli-secures-61m-advanced-ai-powered-ap-automation)
2026-06-29,5,AvidXchange,TPG + Corpay · Charlotte,cons,Acquired (payments),Low,AP + payment automation · mid-market,"Taken private by TPG + Corpay (~$2.2B, Oct 2025) — pointing toward payment rails.",Launched Payment Automation for Workday on the Workday Marketplace (Jun 2026); new COO Wade Fairey (Jun 2026); AI fraud/BEC detection in the AvidPay network.,Take-private; Corpay stake → focus on payment volume and interchange.,Mid-market invoice-to-pay + AvidPay payment network.,AI for fraud/anomaly detection; later on the AI curve than pure AI players.,~$450M revenue · 25+ years of history,,TPG/Corpay close (https://www.avidxchange.com/press-releases/tpg-corpay-complete-acquisition-of-avidxchange/); Workday integration (https://www.globenewswire.com/news-release/2026/06/09/3309047/37161/en/AvidXchange-Completes-Workday-Integration.html); Payments Dive (https://www.paymentsdive.com/news/avidxchange-tpg-corpay-accounts-payable-payments/747520/)
